time,network_bandwidth,network_latency,quality,bitrate,download_size,download_time,buffer_level,rebuffer_time,is_bola
86440,2354,63,6,2056,4525336,1985,15560,0,True
89122,3157,58,6,2056,6912928,2682,15878,0,True
91094,3157,58,6,2056,6042616,1972,16906,0,True
94258,3157,58,7,2962,9806400,3164,16741,0,True
96891,3157,58,7,2962,8128832,2632,17108,0,True
100211,3157,58,7,2962,10299616,3320,16788,0,True
102615,3157,58,7,2962,7404760,2403,17384,0,True
105613,3157,58,7,2962,9280520,2997,17387,0,True
108980,3157,58,7,2962,10446928,3367,17020,0,True
111753,3157,58,7,2962,8573384,2773,17246,0,True
114438,3157,58,7,2962,8291704,2684,17562,0,True
117202,3157,58,7,2962,8541704,2763,17798,0,True
127375,647,245,7,2962,8883944,10173,10625,0,True
132069,647,245,4,991,2878624,4694,8930,0,True
135520,647,245,3,688,2074016,3450,8480,0,True
138763,647,245,3,688,1940048,3243,8236,0,True
142365,647,245,3,688,2171776,3601,7635,0,True
145649,647,245,3,688,1966272,3284,7351,0,True
148340,2265,99,3,688,1822248,2690,7660,0,True
149498,2265,99,3,688,2399016,1158,9502,0,True
150482,2265,99,3,688,2004352,983,11518,0,True
151764,2265,99,4,991,2679352,1281,13236,0,True
153698,2265,99,5,1427,4156312,1934,14302,0,True
156939,2265,99,6,2056,7117856,3241,14060,0,True
159768,2265,99,6,2056,6181608,2828,14232,0,True
161929,2265,99,6,2056,4671576,2161,15070,0,True
165253,2265,99,6,2056,7304528,3323,14746,0,True
167813,2265,99,6,2056,5574976,2560,15186,0,True
171091,2265,99,6,2056,7198488,3277,14909,0,True
173404,2265,99,6,2056,5015856,2313,15595,0,True
176721,2265,99,6,2056,7289440,3317,15278,0,True
183045,634,112,6,2056,6182824,6323,11955,0,True
190778,634,112,5,1427,4831664,7732,7222,0,True
193003,634,112,2,477,1339960,2225,7996,0,True
196369,634,112,3,688,2062952,3365,7630,0,True
199557,634,112,3,688,1950280,3188,7442,0,True
203081,634,112,3,688,2163344,3524,6918,0,True
205017,634,112,2,477,1156064,1935,7983,0,True
208511,1564,208,3,688,2440720,3493,7489,0,True
209946,1564,208,3,688,1920088,1435,9053,0,True
211731,1564,208,3,688,2465824,1784,10269,0,True
213359,1564,208,4,991,2220472,1627,11641,0,True
215682,1564,208,4,991,3309112,2323,12317,0,True
218421,1564,208,5,1427,3957240,2738,12579,0,True
222244,1564,208,5,1427,5653728,3822,11756,0,True
224397,1564,208,4,991,3042872,2153,12602,0,True
226995,1564,208,5,1427,3737336,2597,13005,0,True
228988,1564,208,5,1427,2791712,1992,14012,0,True
234070,1564,208,6,2056,7622728,5081,11930,0,True
236781,1564,208,5,1427,3915464,2711,12218,0,True
239452,2489,207,5,1427,5018104,2670,12547,0,True
241081,2489,207,5,1427,3538808,1628,13919,0,True
243161,2489,207,5,1427,4661320,2079,14839,0,True
245416,2489,207,6,2056,5099536,2255,15583,0,True
248435,2489,207,6,2056,6997848,3018,15565,0,True
251182,2489,207,6,2056,6322376,2747,15817,0,True
253973,2489,207,6,2056,6431816,2791,16026,0,True
255934,2489,207,6,2056,4364824,1960,17066,0,True
260353,2489,207,7,2962,10484824,4419,15646,0,True
262849,2489,207,6,2056,5695752,2495,16151,0,True
265854,2489,207,6,2056,6964448,3005,16146,0,True
267868,2489,207,6,2056,4498536,2014,17131,0,True
278124,942,231,7,2962,9645768,10255,9876,0,True
281991,942,231,4,991,3425752,3867,9008,0,True
283992,942,231,3,688,1667208,2000,10007,0,True
287260,942,231,4,991,2860952,3268,9739,0,True
293705,942,231,4,991,5853176,6444,6295,0,True
294270,942,231,2,477,315104,565,8729,0,True
296314,942,231,3,688,1707496,2043,9686,0,True
299663,1255,98,4,991,3397696,3349,9337,0,True
301563,1255,98,3,688,2262136,1900,10436,0,True
303985,1255,98,4,991,2915640,2421,11015,0,True
306135,1255,98,4,991,2576176,2150,11864,0,True
309686,1255,98,5,1427,4333064,3550,11313,0,True
312118,1255,98,4,991,2928944,2431,11882,0,True
315641,1255,98,5,1427,4298784,3523,11358,0,True
318178,1255,98,4,991,3060408,2536,11822,0,True
321769,1255,98,5,1427,4383632,3590,11231,0,True
324114,1255,98,4,991,2820400,2345,11886,0,True
328361,3775,202,5,1427,5634872,4247,10638,0,True
329335,3775,202,4,991,2913864,973,12664,0,True
330537,3775,202,5,1427,3775656,1202,14462,0,True
332532,3775,202,6,2056,6768504,1994,15467,0,True
334206,3775,202,6,2056,5554536,1673,16794,0,True
336910,3775,202,7,2962,9447728,2704,17089,0,True
339481,3775,202,7,2962,8939816,2570,17519,0,True
341737,3775,202,7,2962,7755576,2256,18263,0,True
344641,3775,202,7,2962,10198424,2903,18359,0,True
347088,3775,202,7,2962,8477448,2447,18911,0,True
350582,3775,202,8,5027,12426304,3493,18418,0,True
353162,3775,202,7,2962,8977816,2580,18837,0,True
356124,3775,202,7,2962,10418800,2961,18875,0,True
357915,3775,202,7,2962,5998152,1790,20084,0,True
363826,2354,63,8,5027,13545320,5911,17173,0,True
368161,2354,63,7,2962,10055408,4334,15839,0,True
370754,2354,63,6,2056,5956400,2593,16245,0,True
375121,2354,63,7,2962,10131864,4367,14878,0,True
377146,2354,63,6,2056,4617520,2024,15854,0,True
380135,2354,63,6,2056,6889000,2989,15864,0,True
382373,2354,63,6,2056,5119504,2237,16626,0,True
386397,2354,63,7,2962,9324224,4024,15602,0,True
388759,3157,58,6,2056,5868392,2362,16240,0,True
391767,3157,58,7,2962,9311784,3007,16232,0,True
394321,3157,58,6,2056,7880208,2554,16678,0,True
397232,3157,58,7,2962,9005304,2910,16768,0,True
399046,3157,58,7,2962,5546128,1814,17953,0,True
402788,3157,58,7,2962,11630696,3742,17211,0,True
404710,3157,58,7,2962,5882256,1921,18290,0,True
408258,3157,58,7,2962,11019384,3548,17741,0,True
411537,3157,58,7,2962,10169184,3279,17462,0,True
413337,3157,58,7,2962,5498184,1799,18663,0,True
416693,3157,58,7,2962,10410992,3355,18307,0,True
423311,647,245,7,2962,7860952,6618,14689,0,True
435072,647,245,6,2056,7450832,11760,5928,0,True
437341,647,245,2,477,1309712,2269,6658,0,True
439452,647,245,2,477,1207432,2111,7547,0,True
443166,647,245,3,688,2244608,3714,6833,0,True
445446,647,245,2,477,1316640,2279,7553,0,True
448563,2265,99,3,688,2458464,3116,7437,0,True
449424,2265,99,3,688,1727112,861,9575,0,True
451589,2265,99,4,991,4678680,2164,10411,0,True
452303,2265,99,4,991,1393736,714,12696,0,True
454161,2265,99,5,1427,3984344,1858,13838,0,True
456083,2265,99,5,1427,4128120,1921,14917,0,True
459015,2265,99,6,2056,6416816,2932,14984,0,True
462284,2265,99,6,2056,7179968,3268,14716,0,True
464715,2265,99,6,2056,5283128,2431,15284,0,True
469484,2265,99,6,2056,10577000,4768,13515,0,True
470837,2265,99,5,1427,2839376,1352,15163,0,True
473622,2265,99,6,2056,6083544,2784,15378,0,True
475480,2265,99,6,2056,3985368,1858,16519,0,True
487841,634,112,7,2962,12034632,12360,7158,0,True
489871,634,112,2,477,1215904,2029,8129,0,True
493056,634,112,3,688,1948608,3185,7943,0,True
496408,634,112,3,688,2053920,3351,7591,0,True
499953,634,112,3,688,2176792,3545,7046,0,True
502161,634,112,2,477,1328824,2207,7838,0,True
505537,634,112,3,688,2069192,3375,7462,0,True
508486,1564,208,3,688,2072504,2948,7513,0,True
509982,1564,208,3,688,2014280,1495,9018,0,True
511520,1564,208,3,688,2079688,1537,10480,0,True
513581,1564,208,4,991,2899040,2061,11418,0,True
515758,1564,208,4,991,3078704,2176,12242,0,True
518938,1564,208,5,1427,4648880,3180,12061,0,True
521531,1564,208,5,1427,3729528,2592,12469,0,True
524286,1564,208,5,1427,3984144,2755,12713,0,True
527284,1564,208,5,1427,4362744,2997,12716,0,True
530310,1564,208,5,1427,4407976,3026,12689,0,True
533292,1564,208,5,1427,4339152,2982,12707,0,True
536201,1564,208,5,1427,4223648,2908,12798,0,True
538937,2489,207,5,1427,4642496,2735,13063,0,True
540776,2489,207,5,1427,4063592,1839,14223,0,True
543335,2489,207,6,2056,5852216,2558,14665,0,True
546100,2489,207,6,2056,6366976,2765,14900,0,True
548846,2489,207,6,2056,6319784,2746,15154,0,True
551788,2489,207,6,2056,6808952,2942,15211,0,True
553970,2489,207,6,2056,4914480,2181,16030,0,True
556650,2489,207,6,2056,6156880,2680,16349,0,True
560895,2489,207,7,2962,10050128,4244,15104,0,True
563310,2489,207,6,2056,5496104,2415,15689,0,True
565965,2489,207,6,2056,6092504,2654,16034,0,True
569162,942,231,6,2056,5940848,3197,15837,0,True
576246,942,231,6,2056,6455096,7083,11754,0,True
579439,942,231,4,991,2790288,3193,11560,0,True
582149,942,231,4,991,2335632,2710,11850,0,True
